order_date,orders,revenue,gross_sales,discount,product_cost,profit,quantity,average_order_value,profit_margin,repeat_customer_rate,average_rating,negative_sentiment_rate,payment_failure_rate,delivery_delay_rate
2021-01-01,65,64116.45,62621.5,5880.32,31418.5,31163.47,301,986.406923076923,48.604484496568354,100.0,3.6035714285714286,1.5384615384615385,4.615384615384616,13.846153846153847
2021-01-02,58,64534.76,62266.43,4953.79,31802.94,31473.76,273,1112.668275862069,48.77024412890045,98.27586206896551,3.7229166666666664,0.0,6.896551724137931,13.793103448275861
2021-01-03,63,71680.85,71559.71,7478.54,37461.35,32967.61,296,1137.79126984127,45.992214099023656,100.0,3.678181818181818,0.0,3.1746031746031744,17.46031746031746
2021-01-04,70,73252.24,73589.85,8356.04,36772.7,35061.09,323,1046.4605714285715,47.86350560747357,100.0,3.6016393442622947,1.4285714285714286,0.0,10.0
2021-01-05,71,93088.8,91887.27,8444.29,47869.32,43550.46,374,1311.1098591549296,46.78378064815531,100.0,3.562962962962963,2.8169014084507045,11.267605633802818,18.30985915492958
2021-01-06,57,67772.5,67573.71,7486.24,32896.34,33596.26,308,1188.9912280701753,49.57211258253717,100.0,3.7,0.0,8.771929824561402,7.017543859649122
2021-01-07,43,54015.93,53686.880000000005,6528.42,28208.87,24967.37,212,1256.1844186046512,46.222234811101096,100.0,3.5763157894736843,0.0,4.651162790697675,9.30232558139535
2021-01-08,61,86334.73,86543.43000000001,9640.69,44534.15,40652.0,284,1415.3234426229508,47.0864969404549,100.0,3.6923076923076925,0.0,8.19672131147541,8.19672131147541
2021-01-09,73,98006.46,97355.07,9880.9,48333.89,48149.64,380,1342.5542465753426,49.12904720770447,100.0,3.628333333333333,0.0,5.47945205479452,10.95890410958904
2021-01-10,60,93755.32,91724.75,7693.79,48825.01,43629.19,302,1562.5886666666668,46.535161951343134,98.33333333333333,3.716666666666667,0.0,10.0,6.666666666666667
2021-01-11,64,71714.05,70120.42,7040.71,35157.94,34956.12,339,1120.53203125,48.74375383903155,100.0,3.6627118644067798,0.0,3.125,14.0625
2021-01-12,65,73021.98,71998.74,7145.64,37009.84,34592.94,320,1123.4150769230769,47.37332512758488,100.0,3.686792452830189,1.5384615384615385,10.76923076923077,4.615384615384616
2021-01-13,72,108193.46,105179.12,7908.52,54007.82,52561.369999999995,403,1502.6869444444446,48.580912376773966,100.0,3.743859649122807,0.0,8.333333333333332,16.666666666666664
2021-01-14,56,61803.79,61926.81,6492.62,31772.03,29107.87,262,1103.6391071428573,47.09722494364827,100.0,3.65,0.0,5.357142857142857,17.857142857142858
2021-01-15,62,85417.71,86269.36,9856.539999999999,46364.51,37701.58,308,1377.7050000000002,44.137895993699665,100.0,3.6685185185185185,0.0,9.67741935483871,12.903225806451612
2021-01-16,53,58419.96,58482.17,6720.51,29540.97,27657.86,247,1102.2633962264151,47.34316832808513,100.0,3.540425531914894,1.8867924528301887,5.660377358490567,20.754716981132077
2021-01-17,48,50856.46,50313.270000000004,4456.13,25631.54,24219.17,229,1059.5095833333332,47.622602910230086,100.0,3.686111111111111,2.083333333333333,14.583333333333334,8.333333333333332
2021-01-18,72,100362.84,97643.5,9820.07,50974.07,47800.8,377,1393.9283333333333,47.627986613372045,100.0,3.718965517241379,0.0,12.5,12.5
2021-01-19,55,69291.95,68357.9,7286.99,34983.520000000004,33005.65,269,1259.8536363636363,47.63273367252618,100.0,3.588372093023256,1.8181818181818181,12.727272727272727,14.545454545454545
2021-01-20,47,65653.51,63026.66,5272.32,31697.15,32751.44,267,1396.8831914893615,49.88528412266153,100.0,3.591666666666667,0.0,19.148936170212767,14.893617021276595
2021-01-21,57,60937.14,58921.439999999995,5032.55,29747.8,30026.2,281,1069.0726315789473,49.27405519852097,100.0,3.667391304347826,0.0,10.526315789473683,7.017543859649122
2021-01-22,70,84889.61,85170.83,9032.24,45142.95,38192.98,350,1212.7087142857142,44.99134817558945,100.0,3.65,0.0,4.285714285714286,10.0
2021-01-23,63,85109.41,83720.34,7986.099999999999,43478.38,40303.14,320,1350.9430158730158,47.35450521863564,100.0,3.729411764705882,0.0,4.761904761904762,11.11111111111111
2021-01-24,51,64739.95,66021.6,8331.27,33691.88,29920.190000000002,270,1269.4107843137253,46.215960932932454,98.0392156862745,3.610869565217391,0.0,5.88235294117647,13.725490196078432
2021-01-25,52,63509.8,62647.38,6174.68,30969.27,31476.08,294,1221.3423076923077,49.56098113991857,100.0,3.6700000000000004,1.9230769230769231,13.461538461538462,7.6923076923076925
2021-01-26,75,93352.54,90654.44,8523.63,45135.37,46447.3,392,1244.7005333333332,49.75472547399354,100.0,3.679032258064516,1.3333333333333335,4.0,6.666666666666667
2021-01-27,67,88067.2,88148.43,10055.56,45660.28,41043.52,313,1314.4358208955223,46.60477453580902,100.0,3.6836363636363636,0.0,8.955223880597014,7.462686567164178
2021-01-28,69,68253.11,66740.31,7178.0199999999995,33104.42,33689.19,307,989.1755072463768,49.35920136093432,98.55072463768117,3.645,1.4492753623188406,7.246376811594203,8.695652173913043
2021-01-29,67,100778.44,99314.07,11638.699999999999,52794.89,46344.229999999996,362,1504.1558208955223,45.986254599694135,100.0,3.63448275862069,0.0,5.970149253731343,17.91044776119403
2021-01-30,58,70794.05,69825.6,6547.35,34921.93,34559.659999999996,318,1220.5870689655173,48.817181669928466,100.0,3.6020408163265305,1.7241379310344827,6.896551724137931,15.517241379310345
2021-01-31,62,82690.22,81195.16,8101.89,43249.3,38196.29,288,1333.7132258064516,46.19202851316637,100.0,3.6846153846153844,0.0,4.838709677419355,12.903225806451612
2021-02-01,42,44608.18,44112.0,4455.07,22585.41,21242.73,189,1062.0995238095238,47.62070544012331,100.0,3.5945945945945947,0.0,2.380952380952381,9.523809523809524
2021-02-02,62,73757.28,71936.73,7477.72,36157.0,36259.25,298,1189.6335483870967,49.160232047602626,100.0,3.536538461538462,1.6129032258064515,3.225806451612903,17.741935483870968
2021-02-03,42,47406.7,46089.79,3973.28,23766.260000000002,22815.2,179,1128.7309523809522,48.12653063807437,100.0,3.725806451612903,0.0,11.904761904761903,11.904761904761903
2021-02-04,64,75092.8,74153.77,6779.45,38967.18,34816.78,306,1173.325,46.36500436792875,100.0,3.522727272727273,1.5625,20.3125,10.9375
2021-02-05,59,72434.49,71310.06999999999,7253.6900000000005,35962.07,35219.35,306,1227.703220338983,48.62234827635288,100.0,3.704166666666667,0.0,5.084745762711865,3.389830508474576
2021-02-06,58,71863.31,71207.72,7606.65,36672.86,33867.2,289,1239.0225862068964,47.12724754815774,100.0,3.6625,0.0,6.896551724137931,5.172413793103448
2021-02-07,46,65268.18,63939.01,5750.63,33961.04,30150.05,273,1418.8734782608697,46.194102547366874,100.0,3.7684210526315787,2.1739130434782608,10.869565217391305,15.217391304347828
2021-02-08,67,98237.06999999999,96751.81999999999,8373.16,51511.53,45023.17,342,1466.2249253731343,45.83114093284745,100.0,3.6796296296296296,1.4925373134328357,5.970149253731343,16.417910447761194
2021-02-09,53,69360.61,68335.72,6625.68,33839.85,34357.94,282,1308.6907547169812,49.535233326235165,100.0,3.6622222222222223,0.0,9.433962264150944,5.660377358490567
2021-02-10,53,57654.729999999996,58523.29,6948.38,29098.76,27339.75,269,1087.8250943396226,47.41978672001413,100.0,3.691304347826087,0.0,5.660377358490567,11.320754716981133
2021-02-11,61,94852.09,91745.58,6674.01,48984.87,44448.15,293,1554.9522950819671,46.86048562556714,100.0,3.612765957446809,1.639344262295082,11.475409836065573,14.754098360655737
2021-02-12,57,67076.13,65915.48,6748.6,32930.91,33050.71,270,1176.774210526316,49.273430056265916,100.0,3.676086956521739,1.7543859649122806,8.771929824561402,14.035087719298245
2021-02-13,59,74833.01,74548.6,7891.88,39876.15,33828.03,265,1268.3561016949152,45.20468974854814,100.0,3.6346153846153846,0.0,3.389830508474576,8.47457627118644
2021-02-14,53,78027.93,76639.1,7718.04,40516.65,36351.4,304,1472.2250943396225,46.58767700232468,100.0,3.723255813953488,1.8867924528301887,5.660377358490567,16.9811320754717
2021-02-15,67,74494.77,74127.35,7796.46,37489.58,35596.47,344,1111.8622388059703,47.78385113478436,100.0,3.79,0.0,4.477611940298507,10.44776119402985
2021-02-16,63,84072.32,83172.12,8434.2,42876.18,39671.58,350,1334.48126984127,47.187445285202074,100.0,3.6173076923076923,0.0,7.936507936507936,20.634920634920633
2021-02-17,37,36431.11,36013.63,3547.2099999999996,17700.88,18012.69,179,984.6245945945946,49.44315449076352,100.0,3.8033333333333332,0.0,10.81081081081081,10.81081081081081
2021-02-18,60,72335.24,71952.45,7709.49,36837.57,34208.79,278,1205.5873333333334,47.29201147324596,100.0,3.548979591836735,0.0,10.0,20.0
2021-02-19,61,100281.6,98335.29,9045.4,52755.909999999996,46207.36,354,1643.960655737705,46.07760546301615,98.36065573770492,3.6509090909090913,0.0,1.639344262295082,13.114754098360656
2021-02-20,67,59989.55,58574.93,6323.68,29187.9,29393.82,312,895.3664179104478,48.99823385906378,100.0,3.6192982456140346,0.0,5.970149253731343,13.432835820895523
2021-02-21,52,56933.08,55506.58,5008.41,28185.75,27474.44,268,1094.866923076923,48.257427843355735,100.0,3.652272727272727,0.0,11.538461538461538,11.538461538461538
2021-02-22,60,78767.73,77401.42,7578.45,40263.08,37182.17,318,1312.7955,47.20482613882614,98.33333333333333,3.6977272727272723,0.0,11.666666666666666,6.666666666666667
2021-02-23,52,55680.25,55786.32,6401.91,28248.8,26410.690000000002,238,1070.7740384615386,47.43277912724889,100.0,3.739130434782609,0.0,7.6923076923076925,11.538461538461538
2021-02-24,50,48442.87,47348.28,5347.35,24765.36,22446.920000000002,244,968.8574000000001,46.3368912700672,100.0,3.831578947368421,0.0,12.0,12.0
2021-02-25,52,58486.33,58095.07,6073.05,30733.64,26569.02,247,1124.7371153846154,45.427743542807356,100.0,3.6761904761904765,1.9230769230769231,3.8461538461538463,5.769230769230769
2021-02-26,46,45562.26,45107.43,4550.54,23467.05,21269.65,212,990.4839130434783,46.6826052965766,100.0,3.7076923076923074,0.0,2.1739130434782608,10.869565217391305
2021-02-27,56,70851.32,68590.57,6364.69,35340.75,34243.159999999996,288,1265.202142857143,48.33101204042492,98.21428571428571,3.6282608695652177,0.0,7.142857142857142,16.071428571428573
2021-02-28,66,72612.20999999999,70771.75,7036.8,38122.46,32996.08,312,1100.185,45.44150357081819,100.0,3.626923076923077,0.0,9.090909090909092,19.696969696969695
2021-03-01,61,71050.97,69169.48,6428.36,34342.51,35284.13,328,1164.77,49.66030724140712,100.0,3.6530612244897958,0.0,11.475409836065573,9.836065573770492
2021-03-02,69,77851.16,77807.35,8581.380000000001,39594.95,36608.75,349,1128.2776811594204,47.024026360043955,100.0,3.6745454545454543,0.0,8.695652173913043,13.043478260869565
2021-03-03,64,75758.97,75390.04000000001,7576.41,39747.84,34612.27,285,1183.73390625,45.68735556990809,98.4375,3.6647058823529415,0.0,7.8125,18.75
2021-03-04,73,92406.13,91555.11,9836.9,47037.34,43376.55,412,1265.837397260274,46.94120400886824,98.63013698630137,3.6126984126984127,2.73972602739726,5.47945205479452,16.43835616438356
2021-03-05,72,87972.55,86704.04,8137.0,44685.71,41703.19,371,1221.8409722222223,47.40477569423644,100.0,3.6644067796610167,0.0,6.944444444444445,13.88888888888889
2021-03-06,70,94949.51,93954.34,9657.26,49195.51,44081.01,342,1356.4215714285713,46.42573721549485,100.0,3.624590163934426,0.0,4.285714285714286,18.571428571428573
2021-03-07,66,73108.06999999999,71128.84,5949.03,37148.42,34792.76,283,1107.6980303030302,47.590861036271384,100.0,3.609433962264151,0.0,9.090909090909092,13.636363636363635
2021-03-08,74,104101.01,100705.92,8383.19,53819.29,48668.16,362,1406.7704054054054,46.750900879828166,100.0,3.669642857142857,0.0,9.45945945945946,13.513513513513514
2021-03-09,79,78168.5,77848.33,7773.86,40745.92,35826.65,358,989.4746835443038,45.8325924125447,100.0,3.626388888888889,1.2658227848101267,3.79746835443038,22.78481012658228
2021-03-10,62,80350.12999999999,81382.09,9065.74,43133.33,35852.18,305,1295.9698387096773,44.61994025398591,98.38709677419355,3.6153846153846154,0.0,3.225806451612903,12.903225806451612
2021-03-11,76,108923.89,107523.75,10966.9,55718.45,51441.19,378,1433.2090789473684,47.22672868183463,100.0,3.638709677419355,0.0,5.263157894736842,14.473684210526317
